time,n_iter,distance,n_round,sigma,sigma_GKP,sigma_idle,with_info,method,X_err_rate,Z_err_rate,Y_err_rate,avg_n_measure
260512_220644,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.16212
260512_220922,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.20916
260512_221356,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.189
260512_223429,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.20916
260512_223418,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000010000000000,0.000000000000000,0.2016
260512_223955,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.17808
260512_232639,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.19404
260512_233157,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.17976
260512_234014,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.1764
260512_234141,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.19404
260512_234206,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.19824
260512_234332,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.19068
260512_234444,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.2016
260512_234511,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.18732
260512_235037,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.21168
260513_000924,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.16884
260513_001003,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.17976
260513_001607,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.20412
260513_010000,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.21168
260513_010744,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.2226
260513_011609,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.1848
260513_011542,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.19824
260513_011757,100000,15,15,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.00896
260513_012039,100000,15,15,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.04032
260513_012045,100000,15,15,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000010000000000,0.000000000000000,0.03024
260513_012011,100000,15,15,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.01904
260513_012749,100000,15,15,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.02352
260513_014453,100000,15,15,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.02016
260513_014611,100000,15,15,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.0168
260513_015237,100000,15,15,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.01232
260513_023412,100000,15,15,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000010000000000,0.000000000000000,0.000000000000000,0.01904
260513_024248,100000,15,15,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.02464
260513_025026,100000,15,15,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.02912
260513_025125,100000,15,15,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.01568
260513_044355,100000,15,15,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000010000000000,0.000000000000000,0.000000000000000,0.01232
260513_044714,100000,15,15,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.0168
260513_044726,100000,15,15,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.01904
260513_044838,100000,15,15,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.01568
260513_045619,100000,15,15,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.01456
260513_051220,100000,15,15,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.01792
260513_051731,100000,15,15,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.01344
260513_052114,100000,15,15,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.0112
260513_055910,100000,15,15,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.02688
260513_060743,100000,15,15,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.02016
260513_061609,100000,15,15,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.02912
260513_061811,100000,15,15,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.02016
260513_113043,100000,11,11,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,1.0848
260513_113043,100000,11,11,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,1.1274
260513_113043,100000,11,11,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,1.1496
260513_113043,100000,11,11,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,1.125
260513_113043,100000,11,11,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,1.1568
260513_113043,100000,11,11,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,1.1586
260513_120447,100000,11,11,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,1.1478
260513_120445,100000,11,11,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,1.1772
260513_120442,100000,11,11,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000010000000000,0.000000000000000,1.1214
260513_120442,100000,11,11,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000010000000000,0.000000000000000,1.1784
260513_120442,100000,11,11,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000010000000000,0.000000000000000,1.1142
260513_120507,100000,11,11,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,1.185
260513_123848,100000,11,11,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,1.1226
260513_123850,100000,11,11,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,1.2192
260513_123849,100000,11,11,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,1.1346
260513_123856,100000,11,11,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,1.1952
260513_123911,100000,11,11,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,1.1412
260513_123916,100000,11,11,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,1.1166
260513_131230,100000,11,11,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,1.1022
260513_131258,100000,11,11,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,1.1376
260513_131258,100000,11,11,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,1.1718
260513_131318,100000,11,11,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,1.158
260513_131325,100000,11,11,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,1.197
260513_131250,100000,11,11,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,1.1784
260513_134637,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.22092
260513_134654,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.17724
260513_134701,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.18732
260513_134717,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.2016
260513_134742,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.20832
260513_134730,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.21
260513_145558,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.16968
260513_145632,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.19152
260513_145746,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.17304
260513_145707,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.19236
260513_145823,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.20664
260513_145841,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000010000000000,0.000000000000000,0.1554
260513_160528,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.20412
260513_160745,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.17472
260513_160748,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000010000000000,0.000000000000000,0.19908
260513_160913,100000,13,13,0.0825,0.0825,0.0583,True,adaptive_global_joint_success_one_zero_old,0.000000000000000,0.000000000000000,0.000000000000000,0.20916
